Rank,Priorytet,Score,Firma,Relacja,Segment,Kanał,Województwo,Miasto,Skala,Email,Telefon,Osoba/Dział decyzyjny,Stanowisko,WWW,Adres,NIP,KRS,Produkty/marki,Status,Owner,Następny krok,Uzasadnienie potencjału,Źródła,Uwagi
118,B — kampania regionalna,68,"Dzidek — Hurtownia papierosów, oddział Gdańsk",Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Pomorskie,Gdańsk,Średni,,+48 58 341 88 38,,,,"ul. Kościuszki 116, Gdańsk",,,Papierosy | Wyroby tytoniowe | Tytoń,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://www.pkt.pl/szukaj/hurtownia-papierosow,"Dodano jako osobny lead, ponieważ w starszej bazie nazwa była ukryta w niepowiązanym polu name_alt. | Status źródłowy: Do weryfikacji — katalog"
119,B — kampania regionalna,68,"ABC — Hurtownia papierosów, Z. Bonkowski",Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Pomorskie,Kościerzyna,Mały–średni,,+48 58 686 33 02,,,,"Rynek 8, Kościerzyna",,,Papierosy | Wyroby tytoniowe | Tytoń,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://www.pkt.pl/szukaj/hurtownia-papierosow,Status źródłowy: Do weryfikacji — katalog
120,B — kampania regionalna,68,sstrzelec (Allegro),Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Marketplace/sprzedawca online,Nieustalony,,Nieustalona,,,,,https://allegro.pl/uzytkownik/sstrzelec,Polska (Sprzedawca Allegro),,,Akcesoria Tytoniowe | Nabijarki & Zwijarki | Tytoń | Hurt | Sprzedawca B2C,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://allegro.pl/uzytkownik/sstrzelec,Status źródłowy: Aktywny
121,B — kampania regionalna,68,Mewa Hurtownia Marciniak Jerzy,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Mazowieckie,Mińsk Mazowiecki,Średni,,,,,https://minskmaz.com/firmy/pap...,Mińsk Mazowiecki (Chełmońskiego 6),,,Papierosy | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://minskmaz.com/firmy/pap...,Nie potwierdzone | Status źródłowy: Niezweryfikowany
122,B — kampania regionalna,68,KDWT S.A.,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Opolskie,Opole,Średni,,,,,https://biznesfinder.pl/opole/...,Opole,,,Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://biznesfinder.pl/opole/...,Nie potwierdzone | Status źródłowy: Niezweryfikowany
123,B — kampania regionalna,68,JAR — Hurtownia Papierosów i Chemii Gospodarczej,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Lubelskie,Lublin,Średni,,,,,https://w-lubelskie.pl/jar-hur...,Lublin (Zamenhofa 125 / Gazowa 9),,,FMCG | Papierosy | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://w-lubelskie.pl/jar-hur...,Nie potwierdzone | Status źródłowy: Niezweryfikowany
124,B — kampania regionalna,68,Irba — Zakład Obrotu Towarowego,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Dolnośląskie,Jelenia Góra,Średni,,,,,https://gowork.pl/dyl-jaroslaw...,"Jelenia Góra (serves Głogów, Bolesławiec, Zgorzelec, Kłodzko)",,,Papierosy | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://gowork.pl/dyl-jaroslaw...,Nie potwierdzone | Status źródłowy: Niezweryfikowany
125,B — kampania regionalna,68,Hurtownia Papierosów Mars,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Lubelskie,Lublin,Średni,,,,,https://yelp.com/biz/hurtownia...,Lublin (Namysłowskiego 41),,,Papierosy | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://yelp.com/biz/hurtownia...,Nie potwierdzone | Status źródłowy: Niezweryfikowany
126,B — kampania regionalna,68,Dymek — Hurtownia Papierosów,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Małopolskie,Kraków,Średni,,,,,https://dymek.com.pl,Kraków,,,FMCG | Papierosy | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://dymek.com.pl,Nie potwierdzone | Status źródłowy: Niezweryfikowany
127,B — kampania regionalna,68,Czechomax,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Dolnośląskie,Wrocław,Średni,,,,,https://czechomax.pl,Wrocław,,,FMCG | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://czechomax.pl,Nie potwierdzone | Status źródłowy: Niezweryfikowany
128,B — kampania regionalna,68,BESTMAR — Hurtownia Wielobranżowa,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Podkarpackie,Rzeszów,Średni,,,,,https://agrohurtsa.pl/kontrahe...,Rzeszów (Wspólna 4),,,Papierosy | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://agrohurtsa.pl/kontrahe...,Nie potwierdzone | Status źródłowy: Niezweryfikowany
129,B — kampania regionalna,68,Artus FHU,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Kujawsko-pomorskie,Kujawsko-Pomorskie,Średni,,,,,https://pkt.pl/szukaj/hurtowni...,Kujawsko-Pomorskie,,,Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://pkt.pl/szukaj/hurtowni...,Nie potwierdzone | Status źródłowy: Niezweryfikowany
130,B — kampania regionalna,68,ANIA Sp. z o.o.,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Podkarpackie,Rzeszów,Średni,,,,,https://ania.rze.pl,Rzeszów,,,FMCG | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://ania.rze.pl,Nie potwierdzone | Status źródłowy: Niezweryfikowany
131,B — kampania regionalna,68,ADGAR Hurtownia,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Mazowieckie,Olsztyn,Średni,,,,,"https://hurtownie.pl/hurtownie,...",Mazowieckie,,,Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,"https://hurtownie.pl/hurtownie,...",Nie potwierdzone | Status źródłowy: Niezweryfikowany
132,B — kampania regionalna,68,7&7 Hurtownia Wielobranżowa,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Kujawsko-pomorskie,Rypin,Średni,,,,,https://hurt77.pl/hurtownia,Rypin,,,FMCG | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://hurt77.pl/hurtownia,Nie potwierdzone | Status źródłowy: Niezweryfikowany
133,B — kampania regionalna,68,"""Wir"" Hurtownia Papierosów i Kawy",Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Opolskie,Strzelce Opolskie,Średni,,,,,"https://24opole.pl/21262,Wir._...",Strzelce Opolskie (Pl. Targowy 9),,,FMCG | Papierosy | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,"https://24opole.pl/21262,Wir._...",Nie potwierdzone | Status źródłowy: Niezweryfikowany
134,B — kampania regionalna,68,Zas-Pol,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt ogólnopolski,Ogólnopolska,"Kraków, Poznań, Piła, Zielona Góra",Średni,,,,,https://zas-pol.pl,,,,FMCG | Papierosy | Tytoń,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny.,https://zas-pol.pl,Nie potwierdzone
135,B — kampania regionalna,67,"SUŻYW Hurtownia artykułów spożywczych, alkoholi i papierosów",Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Małopolskie,Sucha Beskidzka,Średni,,,,,,"ul. Nad Skawą 4, 34-200 Sucha Beskidzka",,,Papierosy | FMCG | FMCG | Tytoń,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,,Lead regionalny; wymaga sprawdzenia CEIDG/KRS i telefonu. | Status źródłowy: Do weryfikacji — katalog
136,B — kampania regionalna,67,KRYMAR Dystrybutor wyrobów tytoniowych,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Pomorskie,Słupsk,Średni,,,,,,"ul. Armii Krajowej 16, 76-200 Słupsk",,,Papierosy | Wyroby tytoniowe | Tytoń,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,,Regionalny lead dystrybucyjny; brak potwierdzonej strony i danych rejestrowych. | Status źródłowy: Do weryfikacji — katalog
137,B — kampania regionalna,67,"Hurtownia KIM K. Krzemiński, M. Krzemiński, A. Chrząszcz Sp.j.",Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Świętokrzyskie,Busko-Zdrój,Średni,,,,,,"ul. Bohaterów Warszawy 106, 28-100 Busko-Zdrój",,,Papierosy | Wyroby tytoniowe | FMCG | Tytoń | FMCG,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,,Lead regionalny do weryfikacji telefonicznej i rejestrowej. | Status źródłowy: Do weryfikacji — katalog
138,B — kampania regionalna,66,Hurtownia Papierosów Śląsk i Zagłębie,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Hurt B2B + detal,Śląskie,"Katowice, Sosnowiec, Dąbrowa Górnicza, Siemianowice, Czeladź, Będzin",Średni,,+48 500 804 824,,,https://hurtownia-papierosow.pl,"Modrzejowska 19, 41-250 Czeladź, Polska",,,Papierosy | Tytoń | Vape & E-papierosy | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,https://hurtownia-papierosow.pl,Nie potwierdzone | Status źródłowy: Niezweryfikowany
139,B — kampania regionalna,66,F.H. Alans — Hurtownia Artykułów Tytoniowych,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Hurt B2B + detal,Śląskie,Ruda Śląska,Średni,,32 240 22 26,,,https://alans.pl,Ruda Śląska (Pionierów 31),,,Papierosy | Tytoń | Vape & E-papierosy | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,https://alans.pl,Nie potwierdzone | Status źródłowy: Niezweryfikowany
140,B — kampania regionalna,66,Ubuy,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Marketplace/sprzedawca online,Nieustalony,,Nieustalona,,,,,https://www.ubuy.com.pl,Poland (Domain),,,Nabijarki & Zwijarki | Generic | Powermatic | Marketplace,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.ubuy.com.pl,Status źródłowy: Aktywny
141,B — kampania regionalna,66,Drek Hurtownia Gilz,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt ogólnopolski,Mazowieckie,Radom,Nieustalona,,504 083 360,,,,,,,Akcesoria | Tytoń,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny.,,Dostawy ogólnopolskie
142,B — kampania regionalna,65,Allegro: zico_tabak,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Marketplace/sprzedawca online,Ogólnopolska,,Nieustalona,,,,,https://allegro.pl/uzytkownik/zico_tabak,,,,Nabijarki | Akcesoria | Mascotte | Guliwer | Sprzedawca Allegro,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny.",https://allegro.pl/uzytkownik/zico_tabak,"Konto związane z trafiką, oferuje Mascotte, Guliwer. | Status źródłowy: Niezweryfikowany"
143,B — kampania regionalna,65,Allegro: sstrzelec,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Marketplace/sprzedawca online,Ogólnopolska,,Nieustalona,,,,,https://allegro.pl/uzytkownik/sstrzelec,,,,Nabijarki | Akcesoria | OCB | Mascotte | Kompan | Sprzedawca Allegro,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny.",https://allegro.pl/uzytkownik/sstrzelec,"Specjalistyczny sprzedawca z ofertą OCB Mikromatic, Mascotte, Kompan. Tysiące ocen, Super Sprzedawca. | Status źródłowy: Niezweryfikowany"
144,B — kampania regionalna,65,Allegro: retoo,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Marketplace/sprzedawca online,Ogólnopolska,,Nieustalona,,,,,https://allegro.pl/uzytkownik/retoo,,,,Nabijarki | Akcesoria | Sprzedawca Allegro,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny.",https://allegro.pl/uzytkownik/retoo,"Duży sprzedawca użytkowy, tanie modele elektryczne. Duży wolumen, mniej branżowy. | Status źródłowy: Niezweryfikowany"
145,B — kampania regionalna,65,Allegro: przykasowe,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Marketplace/sprzedawca online,Ogólnopolska,,Nieustalona,,,,,https://allegro.pl/uzytkownik/przykasowe,,,,Nabijarki | Akcesoria | Mascotte | Kompan | Matteo | Sprzedawca Allegro,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny.",https://allegro.pl/uzytkownik/przykasowe,"Szeroki zestaw produktów Mascotte, Kompan, Matteo. | Status źródłowy: Niezweryfikowany"
146,B — kampania regionalna,65,Allegro: konopny_sklep,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Marketplace/sprzedawca online,Ogólnopolska,,Nieustalona,,,,,https://allegro.pl/uzytkownik/konopny_sklep,,,,Nabijarki | Akcesoria | OCB | Powermatic | Sprzedawca Allegro,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny.",https://allegro.pl/uzytkownik/konopny_sklep,Sprzedaje OCB Mikromatic oraz Powermatic Mini. | Status źródłowy: Niezweryfikowany
147,B — kampania regionalna,65,Allegro: eempire,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Marketplace/sprzedawca online,Ogólnopolska,,Nieustalona,,,,,https://allegro.pl/uzytkownik/eempire,,,,Nabijarki | Akcesoria | Sprzedawca Allegro,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny.",https://allegro.pl/uzytkownik/eempire,Sprzedaje elektryczne i tłokowe urządzenia w cenie ~250 zł. Konkurent / reseller. | Status źródłowy: Niezweryfikowany
148,B — kampania regionalna,65,Allegro: dominikmarket,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Marketplace/sprzedawca online,Ogólnopolska,,Nieustalona,,,,,https://allegro.pl/uzytkownik/dominikmarket,,,,Nabijarki | Akcesoria | Sprzedawca Allegro,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny.",https://allegro.pl/uzytkownik/dominikmarket,Wysoka sprzedaż jednej z nabijarek. Warto zbadać hurt/źródła. | Status źródłowy: Niezweryfikowany
149,B — kampania regionalna,65,Allegro: Weed4u,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Marketplace/sprzedawca online,Ogólnopolska,,Nieustalona,,,,,https://allegro.pl/uzytkownik/Weed4u,,,,Nabijarki | Akcesoria | Mascotte | Kompan | Sprzedawca Allegro,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny.",https://allegro.pl/uzytkownik/Weed4u,Ręczne Mascotte i Kompan. Baza do upsellu na elektryki. | Status źródłowy: Niezweryfikowany
150,B — kampania regionalna,65,Allegro: NABIJARKI_pl,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Marketplace/sprzedawca online,Ogólnopolska,,Nieustalona,,,,,https://allegro.pl/uzytkownik/NABIJARKI_pl,,,,Nabijarki | Akcesoria | Sprzedawca Allegro,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny.",https://allegro.pl/uzytkownik/NABIJARKI_pl,"Profil specjalistyczny (standard, slim, superslim). | Status źródłowy: Niezweryfikowany"
151,B — kampania regionalna,65,Allegro: Flawonoid,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Marketplace/sprzedawca online,Ogólnopolska,,Nieustalona,,,,,https://allegro.pl/uzytkownik/Flawonoid,,,,Nabijarki | Akcesoria | OCB | Sprzedawca Allegro,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny.",https://allegro.pl/uzytkownik/Flawonoid,"Oferuje kilka rodzajów nabijarek, w tym OCB Mikromatic. | Status źródłowy: Niezweryfikowany"
152,B — kampania regionalna,65,Allegro: AnyTech_pl,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Marketplace/sprzedawca online,Ogólnopolska,,Nieustalona,,,,,https://allegro.pl/uzytkownik/AnyTech_pl,,,,Nabijarki | Akcesoria | Sprzedawca Allegro,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny.",https://allegro.pl/uzytkownik/AnyTech_pl,"Super Sprzedawca, nabijarki elektryczne tłokowe. | Status źródłowy: Niezweryfikowany"
153,B — kampania regionalna,64,VIVOPLAST,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Świętokrzyskie,Ostrowiec Świętokrzyski,Nieustalona,,,,,"https://www.hurtownie.pl/hurtownie-wyroby-tytoniowe,10611.html?p=13","ul. Sienkiewicza 32, 27-400 Ostrowiec Świętokrzyski",,,FMCG | Tytoń,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,"https://www.hurtownie.pl/hurtownie-wyroby-tytoniowe,10611.html?p=13",
154,B — kampania regionalna,64,Trezo Sp. z o.o.,Partner strategiczny / możliwy konflikt produktowy,"S1 — RYO/MYO, gilzy i nabijarki",Producent,Śląskie,Sosnowiec,Duży,,,,,https://trezo.com.pl,"ul. Główna 26C, 41-215 Sosnowiec",,,Nabijarki & Zwijarki | Tytoń | Other tobacco injector and tube-filling machines | Spare parts | TREZO 1000 automatic cigarette injector | Rdzeń systemu nabijarek,Nowy,BILLS — hurt@bills.pl,Rozmowa strategiczna z dyrektorem handlowym; bez standardowego cold maila,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; wymaga rozmowy strategicznej zamiast standardowej oferty.",https://trezo.com.pl,Nie potwierdzone | Status źródłowy: Dostępny w katalogu
155,B — kampania regionalna,64,Promotorzy Sp. z o.o.,Partner strategiczny / możliwy konflikt produktowy,"S1 — RYO/MYO, gilzy i nabijarki",Producent,Ogólnopolska,Ogólnokrajowy,Duży,,,,,https://promotorzy.pl,Poland (headquarters not publicly listed),,,Akcesoria Tytoniowe | Nabijarki & Zwijarki | Vape & E-papierosy | Cigarette tubes (multiple brands) | Cigarillos | E-cigarette liquids | Filling machines/injectors | Rolling papers | Akcesoria | RYO | Rdzeń systemu nabijarek,Nowy,BILLS — hurt@bills.pl,Rozmowa strategiczna z dyrektorem handlowym; bez standardowego cold maila,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny; wymaga rozmowy strategicznej zamiast standardowej oferty.",https://promotorzy.pl,Nie potwierdzone | Status źródłowy: Dostępny w katalogu
